;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
53;Backend-разработчик (PHP/Symfony);Москва;;150000.0;Like Центр;2019-11-20T15:41:51+0300;0;0;Полный день;Полная занятость;"Мы создаем платформу для управления бизнесом, которая станет главным рабочим инструментом начинающего предпринимателя. Ищем в команду сильного разработчика с амбицией стать техническим лидом всей команды, которая будет расширяться с ростом функционала платформы. Задачи:   Рефакторинг и оптимизация существующего кода;   Разработка архитектуры новых модулей;   Доработка функционала и создание новых модулей;   Много работы с внешними интеграциями: Яндекс.Метрика, Яндекс.Директ, рекламные кабинеты социальных сетей и так далее;   Разработка и сопровождение REST API.   Базовые требования:   Опыт работы PHP-разработчиком от 2 лет;   Опыт работа с фреймворком Symfony;   Опыт разработки и поддержки Backend для SPA;   Умение работать с кэшем (файловый, Redis);   Знание ООП, MVC;   Опыт работы с БД через PDO (мы используем Doctrine);   Тебя не должны пугать просьбы сделать сложные запросы на чистом MySQL;   Опыт интеграции сторонних REST API и написания собственного;   Умение работать с командной строкой Linux.    Преимуществом будет:   Опыт проектирование веб-решений от 100 000 уников в месяц;   Опыт работы с нереляционными базами данных;   Опыт созданий кастомной авторизации и аутентификаци на фреймворке;   Опыт работы на Python;   Опыт написания автотестов;   Опыт работы с импортом и экспортом (csv);   Понимание принципов микросервисной разработки;   Условия работы:   Работа в комфортном офисе в «Москва-Сити».   Мы работаем по Agile, двухнедельными спринтами, поэтому ты сможешь комфортно самостоятельно выбирать темп работы   Мы уважаем сотрудников, поэтому никогда без твоего участия не поставим задачи, которые невозможно выполнить.   Конкурентная заработная плата: оклад + KPI по итогам месяца. Итоговый уровень будет обсуждаться с успешным кандидатом.   Официальное трудоустройство и полный социальный пакет.  ";;Опыт работы PHP-<highlighttext>разработчиком</highlighttext> от 2 лет. Опыт работа с фреймворком Symfony. Опыт разработки и поддержки Backend для SPA. ;Рефакторинг и оптимизация существующего кода. Разработка архитектуры новых модулей. Доработка функционала и создание новых модулей. Много работы с внешними интеграциями...;"MySQL; ООП; Python; Git; Redis; Symfony; Linux; REST"
9;Go lang программист;Екатеринбург;;150000.0;SHIFU;2019-11-19T07:25:07+0300;3;6;Удаленная работа;Полная занятость;"Наша компания занимается outsorce разработкой, в основном зарубежные проекты. Требования: Нужен человек, проработавший с Go lang больше года на коммерческих проектах. Пожелания простые: Experience with Kubernetes and Docker; Условия работы: Удаленная работа возможна и давно нами практикуется В Екатеринбурге у нас офис, так что если вам удобнее работать не дома, то чай, печеньки и рабочее место обеспечим.";;;;
43;Разработчик на C#;Екатеринбург;;150000.0;КНОПКА;2019-11-20T17:42:03+0300;3;6;Полный день;Полная занятость;Кто нам нужен? Если ты разработчик, тебе нравится работать в команде, тогда приходи работать в Кнопку. Твой предыдущий опыт может быть связан с любой серверной платформой (например, Java). Мы используем C#, MS SQL, Elasticsearch на сервере, и на клиенте React, TypeScript и MobX.Разработчики пишут серверную бизнес-логику. За идеальную вёрстку у нас отвечает отдельный человек.Мы работаем на мощных MacBook Pro и используем софт от JetBrains. Как мы работаем в Кнопке, рассказываем на специальном сайте — https://happy.knopka.com У нас ты будешь писать код лучше  Обсуждаем код при работе в паре и на код-ревью Применяем лучшие практики разработки: TDD, CI и частые релизы Стремимся написать чистый код, а не сделать хоть как-то Уделяем значительное время тестам и рефакторингу Разрабатываем продукт, который сами же поддерживаем У нас нет менеджеров, команда сама отвечает за качество и сроки    Бонусы  Комфортный офис в центре Екатеринбурга, рядом с метро (Шейнкмана, БЦ «Аврора»)   Оформление по ТК РФ и вся зарплата белая Большой паркинг на 80 машин Спортзал Кухня, вкусная и полезная еда Оплата сотовой связи + мобильный интернет Конференции, тренинги, онлайн-курсы и книги за счёт компании ;;Твой предыдущий опыт может быть связан с любой серверной платформой (например, Java). Мы используем C#, MS SQL, Elasticsearch на сервере...;Как мы работаем в Кнопке, рассказываем на специальном сайте — https://happy.knopka.com. Уделяем значительное время тестам и рефакторингу. Разрабатываем продукт, который...;"C#; .NET Framework; SQL; Java"
28;Веб-программист;Москва;80000.0;140000.0;ТЕХНОЛОГИИ БУДУЩЕГО;2019-11-20T12:53:25+0300;1;3;Полный день;Полная занятость;Ведущая производственная IT-компания, занимающаяся разработкой и внедрением программно-аппаратных комплексов для государственных и коммерческих структур приглашает в свою команду живых талантливых и амбициозных специалистов.   Обязанности:  Разработка новых веб-приложений (Frontend), взаимодействующих с сервером, написанном на Delphi. Развитие и поддержка существующих веб-приложений, взаимодействующих с программными продуктами и БД компании. Анализ возникающих ошибок в программах и поиск решений. Консультирование специалистов службы сопровождения и заказчиков в вопросах установки, настройки и эксплуатации разработанных программных продуктов.    Требования:  Высшее образование. Опыт веб-программирования от 2 лет. Знания HTML, CSS, JavaScript, TypeScript, PHP, MySQL, MS SQL, SQL-запросов. Опыт разработки клиент-серверных, многопоточных приложений. Умение создавать чистый и надежный код. Умение проектировать архитектуру функциональных приложений с учетом требований по быстродействию. Владение отладочными инструментами. Владение Windows и Linux на уровне опытного пользователя. Умение работать с чужим кодом. Владение английским языком на уровне чтения технической литературы по профилю. Конструктивное аналитическое мышление и внимание к деталям. Готовность самостоятельно обучаться. Умение планировать работу и расставлять приоритеты. Трудолюбие, нацеленность на результат, практичность в написании кода. Умение работать в команде, повышенная работоспособность и стрессоустойчивость. Приветствуется ведение здорового образа жизни. Внимание! Рассматриваются только кандидаты для работы в офисе на полную занятость.    Условия:  Работа в компании с многолетним опытом, занимающей лидирующую позицию на рынке систем управления потоками. График работы 5/2 (с возможностью выбора удобного времени начала рабочего дня). Достойный уровень заработной платы по результатам собеседования. Месторасположение офиса – м. Рязанский пр-т. Оформление в соответствии с ТК РФ. Постоянная работа на территории работодателя. Полная занятость. Молодой дружный коллектив, Кофе/чай в офисе. Интересные проекты и возможность профессионального роста.    К резюме обязательно должны быть прикреплены исходные тексты на PHP, JavaScript, HTML, CSS. Плюсом будут скрины сайтов или HTML страницы, которые можно посмотреть.;  Работа в компании с многолетним опытом, занимающей лидирующую позицию на рынке систем управления потоками. График работы 5/2 (с возможностью выбора удобного времени начала рабочего дня). Достойный уровень заработной платы по результатам собеседования. Месторасположение офиса – м. Рязанский пр-т. Оформление в соответствии с ТК РФ. Постоянная работа на территории работодателя. Полная занятость. Молодой дружный коллектив, Кофе/чай в офисе. Интересные проекты и возможность профессионального роста.    К резюме обязательно должны быть прикреплены исходные тексты на PHP, JavaScript, HTML, CSS. Плюсом будут скрины сайтов или HTML страницы, которые можно посмотреть.;Высшее образование. Опыт веб-программирования от 2 лет. Знания HTML, CSS, JavaScript, TypeScript, PHP, MySQL, MS SQL, SQL-запросов. ;Разработка новых веб-приложений (Frontend), взаимодействующих с сервером, написанном на Delphi. Развитие и поддержка существующих веб-приложений, взаимодействующих с программными...;"Веб-программирование; HTML; JavaScript; CSS; MySQL; PHP; SQL; MS SQL; Разработка ПО; Linux"
62;Программист C (системное ПО под Linux);Новосибирск;80000.0;140000.0;Кадровое агентство Алексея Сухорукова;2019-11-20T12:07:02+0300;0;0;Полный день;Полная занятость;Новосибирская компания, более 20 лет занимающаяся разработкой программного обеспечения, эффективных алгоритмов и анализом данных ищет в свою команду гениев кодирования. Штат компании - разработчики с десятилетним опытом, сильные технические специалисты, за плечами которых более 50 успешно реализованных проектов. Для развития амбициозного проекта компании требуется Программист C++. Вам предстоит: Нужен грамотный разработчик для участия в технически сложном и интересном проекте (низкоуровневое ПО, телекоммуникации, системное программирование). Компания ждет от вас:  Опыт коммерческой разработки (C) Знание С++ приветствуется Опыт реализации низкоуровневого / системного ПО под Linux, реализации сетевых протоколов Опыт чтения, понимания и реализации технических стандартов (RFC, ITU-T, 3GPP итд.) Хороший технический английский на уровне чтения и написания проектной документации Умение следовать стандарту написания и тестирования кода и требованиям QA. Умение быстро осваивать незнакомые технологии и применять их для решения конкретных задач    Компания предлагает:  З/п 80-140.000 руб. (тоже не предел). Уровень заработной платы определяется по результатам интервью Офисе в Академгородке Гибкое начало рабочего дня Работа в дружном коллективе Возможность карьерного и профессионального ростав сфере телекоммуникационных технологий Официальное трудоустройство  Почему стоит обратиться именно к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по подбору сотрудников позволяет решать вопросы любого уровня сложности. ✓Мы умеем находить для компаний самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей не только в Новосибирске, но и в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.   Если вас заинтересовала вакансия, отправляйте нам резюме!  ;;Опыт коммерческой разработки (C). Знание С++ приветствуется. Опыт реализации низкоуровневого / системного ПО под Linux, реализации сетевых протоколов. Опыт чтения, понимания...;;"Linux; C; C++; Системное программирование"
93;PHP-developer/PHP-программист (Bitrix);Санкт-Петербург;90000.0;140000.0;Lenvendo;2019-11-20T00:54:30+0300;3;6;Полный день;Полная занятость;"Lenvendo – компания с комплексным подходом к созданию, развитию и поддержке крупномасштабных онлайн-систем, в связи с ростом количества проектов открывает вакансию PHP-developer/ PHP-программист:   Мы ищем кандидатов с:  Опытом работы в компании, занимающейся Web-проектами, от 3-х лет; Отличными знаниями: PHP 7.x, MySQL, JavaScript (AJAX, jQuery); Знание и опыт работы с современными Framework (Yii, Laravel 5.3+) и CMS: Bitrix; Пониманием принципов ООП; Опытом работы с Bug-Tracking системами (Redmine, Jira), системами контроля кода (Git); Умением работать с СУБД MySQL, PostgreSQL; Опытом работы с Sphinx, Redis, с брокерами очередей (RabbitMQ)- приветствуется; Опытом работы с *nix системами и опыт командной разработки являются большим плюсом;    Вам предстоит заниматься::  Разработкой масштабных, высоконагруженных e-commerce систем и комплексных проектов со сложной бизнес-логикой (PHP + PostgreSQL/ MySQL) для компаний федерального уровня. Интеграцией с различными внешними сервисами и корпоративными системами;    Мы предлагаем:  Оформление и социальный пакет в соответствии с ТК РФ; Полностью «белый» доход; График работы пн.- пятн. (9-18 или 10-19); Уровень дохода обсуждается на собеседовании по итогам тестового задания; Highload-проекты, сложные задачи; Возможности для профессионального роста; Вкусный кофе, чай и печенье!; Молодой и дружный коллектив; Офис в пешей доступности от метро «Старая деревня». ";"  Оформление и социальный пакет в соответствии с ТК РФ; Полностью «белый» доход; График работы пн.- пятн. (9-18 или 10-19); Уровень дохода обсуждается на собеседовании по итогам тестового задания; Highload-проекты, сложные задачи; Возможности для профессионального роста; Вкусный кофе, чай и печенье!; Молодой и дружный коллектив; Офис в пешей доступности от метро «Старая деревня». ";Опытом работы в компании, занимающейся Web-проектами, от 3-х лет. Отличными знаниями: PHP 7.x, MySQL, JavaScript (AJAX, jQuery). ;Разработкой масштабных, высоконагруженных e-commerce систем и комплексных проектов со сложной бизнес-логикой (PHP + PostgreSQL/ MySQL) для компаний федерального...;
3;Инженер-программист ( front-end developer ) junior/middle;Москва;100000.0;140000.0;Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации;2019-11-20T08:56:54+0300;1;3;Полный день;Полная занятость;Лаборатория интеллектуального анализа и визуализации больших данных РАНХиГС приглашает на работу фронтэнд-программиста. Вакансия - Инженер-программист ( front-end developer ), уровень квалификации junior/middle Задачи:   Разработка интерактивного многопользовательского web-портала (нового информационно-аналитического программного продукта в области экономики и статистики).   Обязанности:   Разрабатывать пользовательскую интерфейсную часть web-портала хранения, обработки и графического представления социально-экономических данных.   Заниматься программированием, писать код.   Визуализировать имеющиеся наборы данных с применением различных технологий, программных инструментов и доступных библиотек.   Взаимодействовать с дизайнерами, программистами и UX-аналитиками в целях создания удобного и востребованного продукта.   Стек технологий: JavaScript, Bootstrap4, Python, Flask, Jinja2, PostgreSQL.   Требования:   Релевантный опыт front-end разработки от 1-ого года.   Опыт веб-ориентированной графической визуализации данных (графики, таблицы, диаграммы, карты-схемы).   Знание веб-технологий: HTML5, CSS3, JavaScript, Bootstrap4.   |Понимание основ кросс-браузерной и кросс-платформенной разработки, основ адаптивной верстки.   Приветствуется:   Навыки использования JavaScript фреймворков и библиотек (jQuery, Angular.JS, React.JS и пр.)   Опыт работы с системами и библиотеками интерактивной визуализации данных ( D3, amCharts, Vega, Gephi, Tableau, R Shiny), SVG-объектами.   Опыт использования средств коллективной разработки и управления (JIRA, Confluence, Git).   Опыт работы с аналитическими BI системами (Power BI, SpagoBI, JasperSoft BI).   Условия:   100-140 тыс. рублей до вычета НДФЛ, возможно увеличение по результатам собеседования.   Комфортный офис в 5 минутах ходьбы от метро Юго-Западная.   Устройство по ТК РФ.   Полная занятость.   Молодой и дружный коллектив профессионалов.   Внутреннее обучение (конференции, семинары, учебные курсы, литература) и карьерный рост.  ;   100-140 тыс. рублей до вычета НДФЛ, возможно увеличение по результатам собеседования.   Комфортный офис в 5 минутах ходьбы от метро Юго-Западная.   Устройство по ТК РФ.   Полная занятость.   Молодой и дружный коллектив профессионалов.   Внутреннее обучение (конференции, семинары, учебные курсы, литература) и карьерный рост.  ;Релевантный опыт front-end разработки от 1-ого года. Опыт веб-ориентированной графической визуализации данных (графики, таблицы, диаграммы, карты-схемы). ;Визуализировать имеющиеся наборы данных с применением различных технологий, программных инструментов и доступных библиотек. Взаимодействовать с дизайнерами, <highlighttext>программистами</highlighttext> и UX-аналитиками...;"JavaScript; jQuery; Git; HTML5; CSS3; Flask"
88;Инженер-программист микроконтроллеров;Москва;100000.0;140000.0;Компания ДЭП;2019-11-18T16:11:15+0300;3;6;Полный день;Полная занятость;"Обязанности: • Работать с унаследованным программным кодом (исправления, реинжиниринг) • Работать с datasheet микроконтроллеров и микросхем • Работать с электроизмерительной аппаратурой; • Работать в коллективных проектах • Особенности программирования для среды Linux (желательно) Требования: • высшее техническое образование; • опыт работы в области разработки и сопровождения ПО не менее трех лет; • опыт работы с языками С, ассемблер Условия: • Оформление по ТК  "; • Оформление по ТК  ;Особенности программирования для среды Linux (желательно). Высшее техническое образование. Опыт работы в области разработки и сопровождения ПО не менее трех...;Работать с унаследованным программным кодом (исправления, реинжиниринг). Работать с datasheet микроконтроллеров и микросхем. Работать с электроизмерительной аппаратурой.;"Linux; C++; Assembler; C/C++; Pascal"
54;Front-end разработчик;Москва;110000.0;140000.0;РусГИС технологии;2019-11-20T12:13:39+0300;1;3;Удаленная работа;Полная занятость;"Обязанности:   Участие в разработке пользовательского интерфейса для геоинформационных и аналитических систем (Основной фреймворк VueJS)  Адаптивная верстка для современных браузеров  Участие в разработке архитектуры проекта  Требования:   Хорошее знание JS (ES6)  Хорошее знание HTML и CSS  Умение работать с Git  Желательно:  Опыт работы с VueJS или аналогичными фреймворками  Опыт работы с JQuery (Есть задачи по рефакторингу старых модулей системы)  Приветствуется опыт работы с Leaflet или аналогичными библиотеками  Опыт работы с webpack    Плюсами будут:  Уверенные знания ООП, понимание и применение шаблонов проектирования Владение технологиями автоматизации тестирования Знакомство с ГИС-технологиями; Опыт работы с PostgreSQL/PostGIS;  Условия:  Оформление по ТК РФ Полная занятость. ";  Оформление по ТК РФ Полная занятость. ;Хорошее знание JS (ES6). Хорошее знание HTML и CSS. Умение работать с Git. Опыт работы с VueJS или аналогичными...;Участие в разработке пользовательского интерфейса для геоинформационных и аналитических систем (Основной фреймворк VueJS). Адаптивная верстка для современных браузеров. ;"JavaScript; Git; VueJS"
25;PHP программист (Laravel);Санкт-Петербург;40000.0;130000.0;Частный заказчик;2019-11-19T19:24:51+0300;1;3;Удаленная работа;Полная занятость;Привет! Меня зовут Степан, я помогаю развивать сервис с умеренным онлайном пользователей. Недавно было принято решение искать разраба на удаленке, который будет помогать команде переходить на микросервисы. Какой у нас фронт работ? Есть большой монолит с кучей всего, его нужно распилить на микросервисы, т.е. работы много. Если ты умеешь объясняться русским языком и писать понятный код, знаешь что такое TDD и Микросервисы, не занудничаешь на тему Микросервис на ПХП? Камон!, а просто делаешь то, что от тебя требуется, и если ты готов хорошенько поработать - то ты именно тот, кто нам нужен! Подготовь репу с примерами кода на ларе и не забудь прикрепить ссылку в отклик Все задачи ведем в трекере. В начале недели формируем спринт с примерными затратами, в конце недели сдаешься и получаешь оплату. Если выходишь за переделы обозначенных цифр - ничего страшного. Обсуждаем и решаем что делать. Если сделал все в 2 раза быстрее - отлично, стоимость спринта не уменьшается. Можем сделать аванс после тестового задания, чтобы работалось спокойнее. Обязанности:  Помогать пилить монолит на микросервисы (Да, микросервисы на пхп пока не начнет тормозить..)  Требования:  Опыт разработки на Laravel от 2 лет Mysql Redis RabbitMQ VK API (Обязательно) Queues REST Онлайн минимум 5 часов в промежутке с 9.00 и 23.00 МСК Готовность обсуждать решения голосом  Условия:  Удаленная работа Почасовая оплата по результатам спринта  Процедура собеседования:  Перед интервью через скайп я посмотрю твой код в репе, ссылку на который ты не забудешь скинуть, когда будешь откликаться на эту ваканси Созваниваемся, знакомимся, рассказываешь пару слов о себе, рассказываешь код Выполняем тестовое задание на 2 часа. Я скажу что нужно сделать, обсуждаем реализацию, включаем таймер, ждем пока ты сделаешь, проверяем. Если код не плох и при этом работает - ОК  Агентствам: Пожалуйста не пишите! Не тратьте время! Работать буду только непосредственно с исполнителем и оплачивать непосредственно исполнителю  ;  Удаленная работа Почасовая оплата по результатам спринта  Процедура собеседования:  Перед интервью через скайп я посмотрю твой код в репе, ссылку на который ты не забудешь скинуть, когда будешь откликаться на эту ваканси Созваниваемся, знакомимся, рассказываешь пару слов о себе, рассказываешь код Выполняем тестовое задание на 2 часа. Я скажу что нужно сделать, обсуждаем реализацию, включаем таймер, ждем пока ты сделаешь, проверяем. Если код не плох и при этом работает - ОК  Агентствам: Пожалуйста не пишите! Не тратьте время! Работать буду только непосредственно с исполнителем и оплачивать непосредственно исполнителю  ;Опыт разработки на Laravel от 2 лет. Mysql. VK API (Обязательно). Queues. REST. Готовность обсуждать решения голосом.;;"MySQL; PHP; Git; Laravel"
37;Программист;Санкт-Петербург;60000.0;130000.0;Филиал СКБ Энергия АО Завод Энергия;2019-11-18T08:57:30+0300;1;3;Полный день;Полная занятость;"Обязанности:   разработка программного обеспечения;   доработка, тестирование, отладка существующего программного обеспечения;   разработка программной документации;   настройка программного обеспечения;   исправление неисправностей, проведение стыковых мероприятий с ПО сторонних организаций, в т.ч. в командировках   Требования:   опыт работы в ОС Linux, в т.ч. использование командной строки   разработка программ для Linux на C/C++ (использование make, gcc, gdb, использование средств ssh, sftp)   использование графических средств разработки (IDE)   готовность к редким командировкам   образование высшее очное (желательно специалист либо магистр)     Желательно:   опыт разработки с использованием Qt (4.6 или выше)   опыт установки, настройки ЭВМ под управлением ОС Linux (настройка и проверка сети, текущего оборудования)   опыт использования баз данных   Условия:   компания полностью белая;   пятидневная рабочая неделя (выходные: суббота, воскресенье);  уровень з/п зависит от личного вклада в работу компании и состоит из фиксированного оклада, который обсуждается на собеседовании и ежемесячных, квартальных и годовых премий, доплат;  возможность выбора начала рабочего дня от 7:30ч до 9:30ч (обед 30 мин);  ";"   компания полностью белая;   пятидневная рабочая неделя (выходные: суббота, воскресенье);  уровень з/п зависит от личного вклада в работу компании и состоит из фиксированного оклада, который обсуждается на собеседовании и ежемесячных, квартальных и годовых премий, доплат;  возможность выбора начала рабочего дня от 7:30ч до 9:30ч (обед 30 мин);  ";Опыт работы в ОС Linux, в т.ч. использование командной строки. Разработка программ для Linux на C/C++ (использование make...;Разработка программного обеспечения. Доработка, тестирование, отладка существующего программного обеспечения. Разработка программной документации. Настройка программного обеспечения. Исправление неисправностей, проведение стыковых мероприятий...;
7;Инженер-программист;Екатеринбург;70000.0;130000.0;OOO PSI;2019-11-20T07:56:27+0300;3;6;Полный день;Полная занятость;"Компания PSI Metals Россия (входит в конценрн PSI Software AG, Германия), ведущий международный поставщик программного обеспечения для металлургической отрасли, приглашает специалистов на должность инженера-программиста. Компания существует на рынке уже 50 лет и является поставщиком решений для ведущих мировых и российских производителей стали и алюминия. Разработанная комплексная система управления производством металлургического предприятия включает в себя следующие продукты: планирование производства, учет производства и качества, склады и логистика, учет энергоресурсов, автоматизация и интеграция. Все продукты компании непрерывно развиваются и модернизируются с использованием актуальных технологий разработки ПО. Работа в международной динамичной компании - отличное продолжение карьеры как для опытного инженера, так и для начинающих специалистов, желающих максимально раскрыть свой потенциал. Инженер-программист будет участвовать во всем жизненном цикле проектов и будет отвечать за:  Разработку проектов и внедрение систем управления производством на базе программных продуктов компании (адаптация системы под конкретный проект, пусконаладочные работы, сдача в эксплуатацию, техническое обслуживание и сопровождение); Разработку прикладного математического и программного обеспечения; Разработку эксплуатационной документации; Конфигурацию готового программного продукта; Техническую поддержку пользователей; Подготовку и обучение пользователей.    Ключевые навыки:  Высшее образование в области информатики или математики; Опыт разработки сложных моделей данных и алгоритмов; Навыки работы с базами данных (Oracle) и высокоуровневыми языками программирования (Java); Знание английского языка для общения с коллегами по всему миру устно и письменно; Не обязательны, но являются преимуществом опыт в автоматизации бизнес-процессов металлургических предприятий.    Мы предлагаем следующие условия труда:  Работа в офисе в центре Екатеринбурга с периодическими командировками; Полный рабочий день (график гибкий, ненормированный); Зарплата по результатам собеседования; Медицинская страховка; Соблюдение ТК РФ; Дружный коллектив опытных высококвалифицированных специалистов; Перспективы карьерного роста.    Присоединяйтесь к нашей команде!";;Высшее образование в области информатики или математики. Опыт разработки сложных моделей данных и алгоритмов. Навыки работы с базами данных (Oracle...;Разработку проектов и внедрение систем управления производством на базе программных продуктов компании (адаптация системы под конкретный проект, пусконаладочные работы, сдача...;"ORACLE; SQL; Java; Oracle Pl/SQL"
5;Программист С++;Москва;100000.0;130000.0;Финстарлабс;2019-11-20T14:28:01+0300;1;3;Полный день;Полная занятость;"Обязанности: Разработка графического терминального ПО для проектов Компании под Линукс с использованием C++, OpenGL/mesa, emscripten. Требования: Обязательные требования:•хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет)•знание базовых алгоритмов и структур данных•базовые знания компьютерной графики (2D, OpenGL)•опыт разработки под Linux Плюсом будет следующее:•опыт работы в команде от 3-х человек•умение работать с системами контроля версий (git)•знание шаблонов проектирования•опыт использования высокоуровневых графических библиотек (редактор, построение сцены, управление ресурсами, текстуры, анимации и т. д.)•опыт разработки многопоточных и сетевых приложений•опыт работы с периферийными устройствами•знание boost, cocos2d, bash, SQL, JSON, C#, Java, python Умение работать в команде и читать чужой код, ответственность по срокам выполнения задач, восприимчивость к чужим алгоритмическим и проектным решениям.   Условия: 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";" 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";Хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет). Знание базовых алгоритмов и структур данных. ;;"C++; Linux; OpenGL; Git; SQL; Boost; COCOS"
66;Web-программист;Санкт-Петербург;100000.0;130000.0;БОДИ-Ф;2019-11-18T14:07:04+0300;1;3;Полный день;Полная занятость;В интернет-магазин требуется веб программист со знанием 1С Битрикс для доработки и расширения существующего функционала проекта. Обязанности:  Поддержка и разработка интернет-магазина компании на базе 1С Битрикс  Требования:  Опыт в WEB программировании от 1 года   Обязателен опыт программирования в системе Bitrix (опыт в работе с D7 приветствуется) Высокий уровень знаний в работе с API Bitrix Уверенные знания PHP, HTML, CSS, JS, JQuery, AJAX Опыт работы с GIT Опыт в интеграции интернет-магазинов с 1С и другими сторонними сервисами Опыт реализации и внедрения адаптивной верстки  Будет плюсом:  Высшее профильное образование Наличие сертификатов Битрикс «Профессионал», «Разработчик Framework» В портфолио есть лично написанные модули и компоненты для Bitrix В портфолио есть успешные веб-проекты, в которых вы выступали в качестве разработчика  Условия:  Работа в офисе компании, м.фрунзенская Пятидневка (Пн-Пт) с 10 до 18 часов Оформление согласно ТК РФ (по желанию) Стабильная заработная плата (аванс и расчёт)  Мы заинтересованы в долгосрочном сотрудничестве и готовы рассмотреть кандидатов различного уровня квалификации от Junior до Senior. Будем рады видеть в рядах компании разработчика, желающего развивать свои навыки, осваивать и внедрять новые технологии и расти вместе с нами!;  Работа в офисе компании, м.фрунзенская Пятидневка (Пн-Пт) с 10 до 18 часов Оформление согласно ТК РФ (по желанию) Стабильная заработная плата (аванс и расчёт)  Мы заинтересованы в долгосрочном сотрудничестве и готовы рассмотреть кандидатов различного уровня квалификации от Junior до Senior. Будем рады видеть в рядах компании разработчика, желающего развивать свои навыки, осваивать и внедрять новые технологии и расти вместе с нами!;Высшее профильное образование. Наличие сертификатов Битрикс «Профессионал», «<highlighttext>Разработчик</highlighttext> Framework». В портфолио есть лично написанные модули и компоненты для Bitrix. ;Поддержка и разработка интернет-магазина компании на базе 1С Битрикс.;"Git; 1С-Битрикс; Веб-программирование; JavaScript; MySQL; PHP5; PHP; CSS3; HTML5; jQuery; CSS; HTML; Java; Ajax"
82;PHP-разработчик;Новосибирск;100000.0;130000.0;Восток Инновации;2019-11-18T10:05:45+0300;3;6;Гибкий график;Полная занятость;"Мы делаем CRM систему по модели SAAS, которая помогает бизнесу в сфере образования. Она автоматизирует добрую часть рутинных процессов (это точно), снимает головную боль и нормализует сон (это не точно). У нас небольшая, дружная и эффективная команда, поэтому мы занимаем лидирующие позиции среди конкурирующих CRM для образования. Мы ищем разработчика PHP, имеющего навыки работы с фреймворком Yii2. Если у вас другой, но релевантный опыт — все равно пишите. От нас:  Уютный офис в тихом центре, комфортное рабочее место; Качественно спроектированная сложная архитектура, highload; Отлично написанный код и продуманные стили кодирования; Дружественная атмосфера в коллективе;  От вас:  Знание PHP7, понимание ООП и MVC; Опыт работы с фреймворком Yii2; Ваша ОС — Linux; ";;От вас: Знание PHP7, понимание ООП и MVC. Опыт работы с фреймворком Yii2.;Ваша ОС — Linux.;"PHP; Git; JavaScript; MySQL; Yii; PHP7"
17;Программист Delphi;Москва;110000.0;130000.0;МЦ-Сервис Инжиниринг;2019-11-20T18:08:11+0300;3;6;Полный день;Полная занятость;"Компания - разработчик программного обеспечения для ж.д. перевозчиков приглашает Программиста.Обязанности:  Разработка нового и доработка существующего программного обеспечения. Программирование в Delphi c использованием БД Oracle.  Требования:  Знание и опыт программирования в Delphi. Опыт работы с реляционными БД. Приветствуется знание PL/SQL, опыт работы с БД Oracle, знание железнодорожной тематики. Коммуникабельность, умение работать в команде.  Условия:  Официальное трудоустройство; Стабильная белая зарплата; Удобно расположенный офис (8-10 минут пешком от ст. м. Красносельская); График работы: 5/2, с 9 до 18 (с возможностью сдвинуть рабочее время +/- 1 час); Дружный коллектив, обмен мнениями и опытом; Чай, кофе, печенье и фрукты в неограниченном количестве на собственной кухне; Испытательный срок до трех месяцев;  На собеседовании проводится тестирование.";"  Официальное трудоустройство; Стабильная белая зарплата; Удобно расположенный офис (8-10 минут пешком от ст. м. Красносельская); График работы: 5/2, с 9 до 18 (с возможностью сдвинуть рабочее время +/- 1 час); Дружный коллектив, обмен мнениями и опытом; Чай, кофе, печенье и фрукты в неограниченном количестве на собственной кухне; Испытательный срок до трех месяцев;  На собеседовании проводится тестирование.";Знание и опыт программирования в Delphi. Опыт работы с реляционными БД. Приветствуется знание PL/SQL, опыт работы с БД Oracle...;Разработка нового и доработка существующего программного обеспечения. Программирование в Delphi c использованием БД Oracle.;
